id;Name;Quant;Type;Date;Status;Town;Province;lat;lon
Donetsk Oblast;БТР-60-ПУ12;1;APC;01.04.2022;CAPTURED;МАРИУПОЛЬ;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Kharkiv Oblast;БТР-4Е;1;APC;31.03.2022;CAPTURED;ИЗЮМ;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.191272;37.278272
Kharkiv Oblast;БТР-4Е;1;APC;31.03.2022;CAPTURED;ИЗЮМ;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.191272;37.278272
Kharkiv Oblast;БТР-4Е;1;APC;31.03.2022;CAPTURED;ИЗЮМ;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.191272;37.278272
Kharkiv Oblast;БТР-4Е;1;APC;31.03.2022;CAPTURED;ИЗЮМ;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.191272;37.278272
Zaporizhia Oblast;Т-72АМТ;1;MBT;30.03.2022;CAPTURED;;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.221454;35.706124
Zaporizhia Oblast;БТР-70;1;APC;30.03.2022;CAPTURED;;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.221454;35.706124
Zaporizhia Oblast;БТР-4Е;1;APC;30.03.2022;CAPTURED;;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.221454;35.706124
Luhansk Oblast;35Д6;1;AA;30.03.2022;CAPTURED;СВАТОВО;ЛУГАНСКАЯ ОБЛАСТЬ;49.409282;38.162050
Kharkiv Oblast;Т-64БВ;1;MBT;30.03.2022;CAPTURED;ПЕЧЕНЕГИ;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.864659;36.932311
Donetsk Oblast;БРДМ-2;1;RECCE;28.03.2022;CAPTURED;МАРИУПОЛЬ;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Luhansk Oblast;Т-64БВ;1;MBT;28.03.2022;CAPTURED;СЕВЕРОДОНЕЦК;ЛУГАНСКАЯ ОБЛАСТЬ;48.953355;38.490268
;Т-64БВ ОБР. 2017;1;MBT;27.03.2022;CAPTURED;;;;
Kyiv Oblast;Т-72АГ;1;MBT;25.03.2022;CAPTURED;ГОСТОМЕЛЬ;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
;2С5;1;ARTY;25.03.2022;CAPTURED;;;;
;2С5;1;ARTY;25.03.2022;CAPTURED;;;;
;БАТ-2;1;ARV;25.03.2022;CAPTURED;;;;
;Т-64БВК;1;MBT;25.03.2022;CAPTURED;;;;
Chernihiv Oblast;9А35;1;AA;24.03.2022;CAPTURED;;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.491512;31.298320
Donetsk Oblast;БРДМ-2Л1;1;RECCE;23.03.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Donetsk Oblast;БТР-80;1;APC;22.03.2022;CAPTURED;МАРИУПОЛЬ;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Chernihiv Oblast;Т-72АМТ;1;MBT;22.03.2022;CAPTURED;;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.491512;31.298320
Donetsk Oblast;БРДМ-2;1;RECCE;22.03.2022;CAPTURED;СТЕПНОЕ;ДОНЕЦКАЯ ОБЛАСТЬ;47.614839;37.138321
;Т-64БВ;1;MBT;21.03.2022;CAPTURED;;;;
;БТР-4Е;1;APC;20.03.2022;CAPTURED;;;;
;БТР-80;1;APC;20.03.2022;CAPTURED;;;;
Donetsk Oblast;БТР-70;1;APC;20.03.2022;CAPTURED;МАРИУПОЛЬ;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Donetsk Oblast;БТР-70;1;APC;20.03.2022;CAPTURED;ДОНСКОЕ;ДОНЕЦКАЯ ОБЛАСТЬ;47.514305;37.536670
Luhansk Oblast;БТР-7;1;APC;20.03.2022;CAPTURED;ПОПАСНАЯ;ЛУГАНСКАЯ ОБЛАСТЬ;48.633795;38.376550
;Т-64БВ;1;MBT;20.03.2022;CAPTURED;;;;
Donetsk Oblast;БТР-7;1;APC;18.03.2022;CAPTURED;МАРИУПОЛЬ;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Kharkiv Oblast;БТР-4Е;1;APC;17.03.2022;CAPTURED;БОБРОВКА;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.047598;36.396771
;БТР-4Е;1;APC;17.03.2022;CAPTURED;;;;
;Т-64БВ ОБР. 2017;1;MBT;16.03.2022;CAPTURED;;;;
;Т-64Б1М;1;MBT;16.03.2022;CAPTURED;;;;
;БТР-80;1;APC;15.03.2022;CAPTURED;;;;
Kherson Oblast;БРДМ-2;1;RECCE;15.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;БРДМ-2;1;RECCE;15.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;Т-64БВ;1;MBT;15.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;Т-64БВ;1;MBT;15.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;Т-64БВ ОБР. 2017;1;MBT;15.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;Т-64БВ ОБР. 2017;1;MBT;15.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;Т-64БВ ОБР. 2017;1;MBT;15.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
Kherson Oblast;Т-64БВ ОБР. 2017;1;MBT;15.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.640319;32.614935
;2С1;1;ARTY;15.03.2022;CAPTURED;;;;
;БТР-80;1;APC;15.03.2022;CAPTURED;;;;
;БТР-80;1;APC;15.03.2022;CAPTURED;;;;
;БТР-80;1;APC;14.03.2022;CAPTURED;;;;
;БТР-80;1;APC;14.03.2022;CAPTURED;;;;
Donetsk Oblast;БТР-4Е;1;APC;14.03.2022;CAPTURED;МАРИУПОЛЬ;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440
Donetsk Oblast;Т-64Б;1;MBT;14.03.2022;CAPTURED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Mykolaiv Oblast;5П85С;1;AA;14.03.2022;CAPTURED;;НИКОЛАЕВСКАЯ ОБЛАСТЬ;46.975574;31.993813
;9П148;1;RECCE;14.03.2022;CAPTURED;;;;
;БТС-4;1;ARV;14.03.2022;CAPTURED;;;;
;Т-64БВ ОБР. 2017;1;MBT;14.03.2022;CAPTURED;;;;
Donetsk Oblast;Т-64БВ;1;MBT;12.03.2022;CAPTURED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Luhansk Oblast;Т-64БВ;1;MBT;12.03.2022;CAPTURED;;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642
Donetsk Oblast;Т-64БВ ОБР. 2017;1;MBT;12.03.2022;CAPTURED;СТАРОИГНАТОВКА;ДОНЕЦКАЯ ОБЛАСТЬ;47.541082;37.779826
Donetsk Oblast;Т-64БВ ОБР. 2017;1;MBT;12.03.2022;CAPTURED;СТАРОИГНАТОВКА;ДОНЕЦКАЯ ОБЛАСТЬ;47.541082;37.779826
Donetsk Oblast;Т-64БВ;1;MBT;12.03.2022;CAPTURED;СТАРОИГНАТОВКА;ДОНЕЦКАЯ ОБЛАСТЬ;47.541082;37.779826
;МТ-ЛБ;1;APC;12.03.2022;CAPTURED;;;;
;Т-80БВ;1;MBT;12.03.2022;CAPTURED;;;;
;Т-64БВ;1;MBT;12.03.2022;CAPTURED;;;;
;БРЭМ-1;1;ARV;12.03.2022;CAPTURED;;;;
;ЗСУ-23-4;1;AA;12.03.2022;CAPTURED;;;;
Donetsk Oblast;БРДМ-2Л1;1;RECCE;11.03.2022;CAPTURED;АНАДОЛЬ;ДОНЕЦКАЯ ОБЛАСТЬ;47.450650;37.581388
Donetsk Oblast;Т-64БВ ОБР. 2017;1;MBT;11.03.2022;CAPTURED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;БТР-7;1;APC;11.03.2022;CAPTURED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;Т-64БВ ОБР. 2017;1;MBT;11.03.2022;CAPTURED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;Т-64БВ;1;MBT;11.03.2022;CAPTURED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;Т-64БВ;1;MBT;11.03.2022;CAPTURED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
;БРДМ-2;1;RECCE;10.03.2022;CAPTURED;;;;
Luhansk Oblast;БРДМ-2РХБ;1;RECCE;10.03.2022;CAPTURED;ПОЛОВИНКИНО;ЛУГАНСКАЯ ОБЛАСТЬ;49.229553;38.919366
;БРДМ-2;1;RECCE;10.03.2022;CAPTURED;;;;
;БРДМ-2;1;RECCE;10.03.2022;CAPTURED;;;;
;БТР-4Е;1;APC;09.03.2022;CAPTURED;;;;
Kharkiv Oblast;БТР-4Е;1;APC;09.03.2022;CAPTURED;;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507
Donetsk Oblast;БРДМ-2Л1;1;RECCE;09.03.2022;CAPTURED;НОВОТРОИЦКОЕ;ДОНЕЦКАЯ ОБЛАСТЬ;47.717179;37.576160
Kherson Oblast;9А33Б;1;AA;08.03.2022;CAPTURED;АЛЁШКИ;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;9А33Б;1;AA;08.03.2022;CAPTURED;АЛЁШКИ;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Zaporizhia Oblast;1В18;1;APC;07.03.2022;CAPTURED;БЕРДЯНСК;ЗАПОРОЖСКАЯ ОБЛАСТЬ;46.755673;36.789317
Zaporizhia Oblast;СНАР-10;1;APC;07.03.2022;CAPTURED;БЕРДЯНСК;ЗАПОРОЖСКАЯ ОБЛАСТЬ;46.755673;36.789317
Kharkiv Oblast;БТР-4Е;1;APC;06.03.2022;CAPTURED;;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507
Kherson Oblast;БРДМ-2Л1;1;RECCE;05.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;БРДМ-2Л1;1;RECCE;05.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;БРДМ-2РХБ;1;RECCE;05.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;БРДМ-2РХБ;1;RECCE;05.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Donetsk Oblast;БРДМ-2;1;RECCE;05.03.2022;CAPTURED;ГРАНИТНОЕ;ДОНЕЦКАЯ ОБЛАСТЬ;47.461111;37.865957
Kherson Oblast;БТР-60ПБ;1;APC;05.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;Т-64БВ ОБР. 2017;1;MBT;05.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;Т-64БВ ОБР. 2017;1;MBT;05.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;РХМ;1;APC;05.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;БРДМ-2РХБ;1;RECCE;05.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;БАТ-2;1;ARV;05.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;МТ-ЛБ;1;APC;05.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;МТ-ЛБ;1;APC;05.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;МТ-ЛБ;1;APC;05.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;РХМ;1;APC;05.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;ППРУ-1;1;APC;05.03.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Luhansk Oblast;Т-64БВ;1;MBT;04.03.2022;CAPTURED;СЧАСТЬЕ;ЛУГАНСКАЯ ОБЛАСТЬ;48.737154;39.234207
Luhansk Oblast;Т-64БВ ОБР. 2017;1;MBT;04.03.2022;CAPTURED;НИЖНЕТЕПЛОЕ;ЛУГАНСКАЯ ОБЛАСТЬ;48.796763;39.345751
Donetsk Oblast;Т-64Б1;1;MBT;04.03.2022;CAPTURED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Kharkiv Oblast;БТР-4Е;1;APC;04.03.2022;CAPTURED;ХАРЬКОВ;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.053756;36.347771
Kharkiv Oblast;БТР-4Е;1;APC;04.03.2022;CAPTURED;ЛИПЦЫ;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.207873;36.417279
Luhansk Oblast;БРДМ-2Л1;1;RECCE;03.03.2022;CAPTURED;ПЕТРОПАВЛОВКА;ЛУГАНСКАЯ ОБЛАСТЬ;48.812037;39.262091
Luhansk Oblast;AT-105 ICV;1;APC;03.03.2022;CAPTURED;НОВОАЙДАР;ЛУГАНСКАЯ ОБЛАСТЬ;48.973135;39.003107
Luhansk Oblast;Т-64БВ;1;MBT;03.03.2022;CAPTURED;НОВОАЙДАР;ЛУГАНСКАЯ ОБЛАСТЬ;48.973135;39.003107
Luhansk Oblast;БТР-60ПБ;1;APC;03.03.2022;CAPTURED;НОВОАЙДАР;ЛУГАНСКАЯ ОБЛАСТЬ;48.973135;39.003107
Kharkiv Oblast;БТР-4Е;1;APC;03.03.2022;CAPTURED;;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507
;БТР-4Е;1;APC;03.03.2022;CAPTURED;;;;
Luhansk Oblast;БТР-80;1;APC;03.03.2022;CAPTURED;СВАТОВО;ЛУГАНСКАЯ ОБЛАСТЬ;49.409282;38.162050
Luhansk Oblast;БТР-80;1;APC;03.03.2022;CAPTURED;СВАТОВО;ЛУГАНСКАЯ ОБЛАСТЬ;49.409282;38.162050
Donetsk Oblast;Т-64БВ ОБР. 2017;1;MBT;03.03.2022;CAPTURED;АНДРЕЕВКА;ДОНЕЦКАЯ ОБЛАСТЬ;47.460910;37.654170
;Т-64БВ ОБР. 2017;1;MBT;02.03.2022;CAPTURED;;;;
;БТР-80;1;APC;02.03.2022;CAPTURED;;;;
Luhansk Oblast;БРДМ-2;1;RECCE;01.03.2022;CAPTURED;СЧАСТЬЕ;ЛУГАНСКАЯ ОБЛАСТЬ;48.737154;39.234207
Luhansk Oblast;БРДМ-2;1;RECCE;01.03.2022;CAPTURED;СЧАСТЬЕ;ЛУГАНСКАЯ ОБЛАСТЬ;48.737154;39.234207
;2С1;1;ARTY;01.03.2022;CAPTURED;;;;
Luhansk Oblast;Т-64БВ;1;MBT;01.03.2022;CAPTURED;ШИРОКИЙ;ЛУГАНСКАЯ ОБЛАСТЬ;48.331244;38.856825
Luhansk Oblast;Т-64БВ;1;MBT;01.03.2022;CAPTURED;ШИРОКИЙ;ЛУГАНСКАЯ ОБЛАСТЬ;48.331244;38.856825
Luhansk Oblast;БТР-60ПБ;1;APC;01.03.2022;CAPTURED;ШИРОКИЙ;ЛУГАНСКАЯ ОБЛАСТЬ;48.331244;38.856825
;9П148;1;RECCE;28.02.2022;CAPTURED;;;;
Kyiv Oblast;Т-64БВ;1;MBT;28.02.2022;CAPTURED;ГОСТОМЕЛЬ;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
Kyiv Oblast;Т-64БВ;1;MBT;28.02.2022;CAPTURED;ГОСТОМЕЛЬ;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
Kyiv Oblast;Т-64БВ;1;MBT;28.02.2022;CAPTURED;ГОСТОМЕЛЬ;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
Kyiv Oblast;Т-64БВ;1;MBT;28.02.2022;CAPTURED;ГОСТОМЕЛЬ;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
Kyiv Oblast;Т-64БВ;1;MBT;28.02.2022;CAPTURED;ГОСТОМЕЛЬ;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
Kyiv Oblast;Т-64БВ;1;MBT;28.02.2022;CAPTURED;ГОСТОМЕЛЬ;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
Kyiv Oblast;БТР-3М2;1;APC;28.02.2022;CAPTURED;ГОСТОМЕЛЬ;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
Kyiv Oblast;Т-72Б;1;MBT;28.02.2022;CAPTURED;ГОСТОМЕЛЬ;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853
;БТР-60ПБ;1;APC;28.02.2022;CAPTURED;;;;
;БТР-80;1;APC;26.02.2022;CAPTURED;;;;
Sumy Oblast;БМП-1;1;AIFV;24.02.2022;DESTROYED;ГЛУХОВ;СУМСКАЯ ОБЛАСТЬ;51.678068;33.912848
Sumy Oblast;БМП-1;1;AIFV;24.02.2022;DESTROYED;ГЛУХОВ;СУМСКАЯ ОБЛАСТЬ;51.678068;33.912848
Sumy Oblast;БМП-1;1;AIFV;24.02.2022;CAPTURED;ГЛУХОВ;СУМСКАЯ ОБЛАСТЬ;51.678068;33.912848
Sumy Oblast;БМП-1;1;AIFV;24.02.2022;CAPTURED;ГЛУХОВ;СУМСКАЯ ОБЛАСТЬ;51.678068;33.912848
Donetsk Oblast;БРМ-1К;1;AIFV;24.02.2022;CAPTURED;БОГДАНОВКА;ДОНЕЦКАЯ ОБЛАСТЬ;47.627720;37.756461
Donetsk Oblast;БМП-1;1;AIFV;24.02.2022;CAPTURED;БОГДАНОВКА;ДОНЕЦКАЯ ОБЛАСТЬ;47.627720;37.756461
Kherson Oblast;БМП-1;1;AIFV;25.02.2022;CAPTURED;ТАРАСОВКА;ХЕРСОНСКАЯ ОБЛАСТЬ;46.455222;33.011222
Kherson Oblast;БМП-1;1;AIFV;25.02.2022;DESTROYED;ТАРАСОВКА;ХЕРСОНСКАЯ ОБЛАСТЬ;46.455222;33.011222
Kherson Oblast;БМП-1;1;AIFV;26.02.2022;DESTROYED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;БМП-1;1;AIFV;26.02.2022;DESTROYED;МОЛОДЕЖНОЕ;ХЕРСОНСКАЯ ОБЛАСТЬ;46.729306;32.689917
Sumy Oblast;БМП-1;1;AIFV;26.02.2022;DESTROYED;СУМЫ;СУМСКАЯ ОБЛАСТЬ;50.911980;34.802764
Donetsk Oblast;БМП-1;1;AIFV;26.02.2022;CAPTURED;БОГДАНОВКА;ДОНЕЦКАЯ ОБЛАСТЬ;47.627720;37.756461
Kherson Oblast;БМП-1;1;AIFV;26.02.2022;CAPTURED;;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687
Kherson Oblast;БМП-1;1;AIFV;26.02.2022;CAPTURED;РАДЕНСК;ХЕРСОНСКАЯ ОБЛАСТЬ;46.581667;32.947917
Kherson Oblast;БМП-1;1;AIFV;26.02.2022;CAPTURED;РАДЕНСК;ХЕРСОНСКАЯ ОБЛАСТЬ;46.581667;32.947917
Sumy Oblast;БМП-1;1;AIFV;26.02.2022;CAPTURED;СУМЫ;СУМСКАЯ ОБЛАСТЬ;50.911980;34.802764
Donetsk Oblast;БРМ-1К;1;AIFV;28.02.2022;DESTROYED;БУГАС;ДОНЕЦКАЯ ОБЛАСТЬ;47.634783;37.561275
Donetsk Oblast;БМП-1КШ;1;AIFV;02.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Kyiv Oblast;БМП-1ТС;1;AIFV;04.03.2022;DESTROYED;МАКАРОВ;КИЕВСКАЯ ОБЛАСТЬ;50.467221;29.814851
Donetsk Oblast;БМП-1;1;AIFV;05.03.2022;DESTROYED;КАЛЬЧИНОВКА;ДОНЕЦКАЯ ОБЛАСТЬ;47.350722;37.136139
Donetsk Oblast;БМП-1;1;AIFV;06.03.2022;CAPTURED;ДОНСКОЕ;ДОНЕЦКАЯ ОБЛАСТЬ;47.514305;37.536670
Luhansk Oblast;БРМ-1К;1;AIFV;06.03.2022;CAPTURED;;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642
Luhansk Oblast;БМП-1;1;AIFV;06.03.2022;CAPTURED;;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642
Donetsk Oblast;БРМ-1К;1;AIFV;06.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;БРМ-1К;1;AIFV;10.03.2022;CAPTURED;НОВОТРОИЦКОЕ;ДОНЕЦКАЯ ОБЛАСТЬ;47.717179;37.576160
Donetsk Oblast;БМП-2;1;AIFV;11.03.2022;CAPTURED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;БМП-1;1;AIFV;11.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.594667;37.501278
Donetsk Oblast;БРМ-1К;1;AIFV;11.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.612111;37.486278
Donetsk Oblast;БМП-2;1;AIFV;11.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.611389;37.486667
Kyiv Oblast;БМП-1;1;AIFV;25.03.2022;DESTROYED;ОБУХОВИЧИ;КИЕВСКАЯ ОБЛАСТЬ;50.993000;29.770611
Donetsk Oblast;БМП-1;1;AIFV;11.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.610944;37.488528
Donetsk Oblast;БМП-2;1;AIFV;11.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;БМП-1;1;AIFV;11.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Donetsk Oblast;БМП-2;1;AIFV;11.03.2022;DESTROYED;ВОЛНОВАХА;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512
Luhansk Oblast;БМП-1;1;AIFV;14.03.2022;CAPTURED;;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642
Donetsk Oblast;БРМ-1К;1;AIFV;14.03.2022;CAPTURED;;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850
Luhansk Oblast;БМП-1;1;AIFV;17.03.2022;CAPTURED;;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642
Donetsk Oblast;БМП-1;1;AIFV;20.03.2022;DESTROYED;СТЕПНОЕ;ДОНЕЦКАЯ ОБЛАСТЬ;47.788528;37.554917
